app,content,cleaned_text,theme,subtheme,emotion,emotion_confidence
sultansdine,very very poor app....they don't receive any order...too many bugs... network issues which they don't even solve....very bad experience,very very poor app they don t receive any order too many bugs network issues which they don t even solve very bad experience,App Usability & UX,Beautiful App Design,sadness,0.5189816355705261
sultansdine,Didn't work,Didn t work,Food Quality & Availability,Food or Restaurant Unavailable,sadness,0.8303973078727722
sultansdine,good,good,Food Quality & Availability,Good Food,neutral,0.6325145363807678
sultansdine,Could not open the app,Could not open the app,App Usability & UX,Beautiful App Design,sadness,0.6911497712135315
sultansdine,The worst app with worse experience.there delivery system is so trash . The rider even don't know my address where he is delivering the product. He call me me and ask my address.is this what delivery service mean how funny. There food is also cold . Totally disappointed with there delivery. I ordered the food at 2:00 pm and found the food at 4:30 pm . No recommend,The worst app with worse experience there delivery system is so trash The rider even don t know my address where he is delivering the product He call me me and ask my address is this what delivery service mean how funny There food is also cold Totally disappointed with there delivery I ordered the food at 2 00 pm and found the food at 4 30 pm No recommend,Delivery Service,No Live Tracking,surprise,0.44521626830101013
sultansdine,The food is good... But the app is horrible.,The food is good But the app is horrible,Food Quality & Availability,Good Food,disgust,0.746849000453949
sultansdine,Poor,Poor,App Usability & UX,Poor Design & Layout,sadness,0.7823007702827454
sultansdine,Very bad service and late delivery,Very bad service and late delivery,Delivery Service,Quick Delivery,disgust,0.4812123477458954
sultansdine,Easy to order Loved it!,Easy to order Loved it!,Food Quality & Availability,Food or Restaurant Unavailable,joy,0.46193987131118774
sultansdine,"App doesn't work properly. Moreover, this app can't track the current location of the delivery man.",App doesn t work properly Moreover this app can t track the current location of the delivery man,App Usability & UX,Beautiful App Design,sadness,0.5672519207000732
sultansdine,This Apps really disappointing waste your time,This Apps really disappointing waste your time,App Usability & UX,Beautiful App Design,sadness,0.8174909949302673
sultansdine,Horrible experience.,Horrible experience,Food Quality & Availability,Food or Restaurant Unavailable,fear,0.9562381505966187
sultansdine,Every time ist show poor sever connectivity.,Every time ist show poor sever connectivity,App Usability & UX,Poor Design & Layout,neutral,0.4734099209308624
sultansdine,Worst app I have ever seen.. I didn't even get a chance to sign up. I tried several times but failed. What a miserable app it is..total waste of time,Worst app I have ever seen I didn t even get a chance to sign up I tried several times but failed What a miserable app it is total waste of time,App Usability & UX,Beautiful App Design,sadness,0.9780368208885193
sultansdine,Dog's Dine,Dog s Dine,Trust & Ethics,Mistrust in Transactions,neutral,0.549527645111084
sultansdine,"Very Good Service, We are happy for your Delivery service and behaviour.",Very Good Service We are happy for your Delivery service and behaviour,Delivery Service,Quick Delivery,joy,0.9855719804763794
sultansdine,Fu**** up app. Can't sign in...,Fu up app Can t sign in,App Usability & UX,Beautiful App Design,neutral,0.8211732506752014
sultansdine,Need major development,Need major development,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.7931646108627319
sultansdine,Worst Experience,Worst Experience,Food Quality & Availability,Food or Restaurant Unavailable,disgust,0.951256275177002
sultansdine,Worked perfectly. You should include the option to write the location because manuallu finding the delivery location is a hassle.,Worked perfectly You should include the option to write the location because manuallu finding the delivery location is a hassle,Delivery Service,Quick Delivery,neutral,0.9444725513458252
sultansdine,"There's bad thn worse then there's sultan dine's app service. Absolute trash. Placed order at 11:30,was granted at 12:18 and said that the order will be delivered by 1:30. But the delivery wasn't on time. So I called them at 2:00 and they didn't pick up the phone and then the number was off. Then the app showed that my food is ready and the delivery is on its way and provided me the number of the delivery man. After 10 mins I contacted the delivery boy and he said me the food wasn't ready yet.",There s bad thn worse then there s sultan dine s app service Absolute trash Placed order at 11 30 was granted at 12 18 and said that the order will be delivered by 1 30 But the delivery wasn t on time So I called them at 2 00 and they didn t pick up the phone and then the number was off Then the app showed that my food is ready and the delivery is on its way and provided me the number of the delivery man After 10 mins I contacted the delivery boy and he said me the food wasn t ready yet,Food Quality & Availability,Food or Restaurant Unavailable,sadness,0.6723771095275879
sultansdine,"Terrible app, terrible customer service, no option for help or contacting them, the restaurant provided with 4 awful pieces of meat which only contained bones, and I couldn't complain anywhere. Also the food came cold and arrived almost 2 Hours late. Never ordering from Sultan's Dine again.",Terrible app terrible customer service no option for help or contacting them the restaurant provided with 4 awful pieces of meat which only contained bones and I couldn t complain anywhere Also the food came cold and arrived almost 2 Hours late Never ordering from Sultan s Dine again,Food Quality & Availability,Food or Restaurant Unavailable,fear,0.6284878253936768
sultansdine,Disgusting,Disgusting,Trust & Ethics,Mistrust in Transactions,disgust,0.9827587008476257
sultansdine,"Don't Eat. Its made with Dog meat.if you like,you can order",Don t Eat Its made with Dog meat if you like you can order,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.8138364553451538
sultansdine,They use dogs meat in their kacchi.🤮🤮🤮🤮,They use dogs meat in their kacchi,Trust & Ethics,Mistrust in Transactions,disgust,0.7947051525115967
sultansdine,They provide dogs meats by telling us cow. cheater in business.,They provide dogs meats by telling us cow cheater in business,Trust & Ethics,Mistrust in Transactions,disgust,0.843706488609314
sultansdine,DOGGY'S DINE,DOGGY S DINE,Trust & Ethics,Mistrust in Transactions,neutral,0.9054349064826965
sultansdine,worst service ever,worst service ever,Food Quality & Availability,Food or Restaurant Unavailable,disgust,0.9177038669586182
sultansdine,They serve doggy's meat in their kacci. Dont eat their kacci,They serve doggy s meat in their kacci Dont eat their kacci,Trust & Ethics,Mistrust in Transactions,neutral,0.4651377201080322
sultansdine,Very very bad service. The give cat /dog meet to eat.🤢🤢,Very very bad service The give cat dog meet to eat,Delivery Service,Quick Delivery,disgust,0.7574434280395508
